date,league,home_team,away_team,actual_result,market_pred,market_confidence,xgb_pred,xgb_confidence,market_margin,poisson_home_xg,poisson_away_xg,poisson_total_xg,poisson_draw_signal
2025-03-29,La Liga,Espanol,Ath Madrid,D,A,0.6168884547705958,A,0.60414016,0.38736623784315727,0.8755011548344823,1.7407685339602246,2.616269688794707,0.8652673791257423
2025-05-11,Bundesliga,Ein Frankfurt,St Pauli,D,H,0.6369318452745554,H,0.6039562,0.4202277363212298,2.0224155550380103,0.92963898982966,2.9520545448676705,1.0927765652083503
2025-04-12,Premier League,Arsenal,Brentford,D,H,0.6094040792836412,H,0.60388374,0.3844047911025449,1.8197786391475632,0.8707106961705356,2.690489335318099,0.9490679429770276
2026-01-08,Premier League,Arsenal,Liverpool,D,H,0.6011211283611371,H,0.6038027,0.36905119232569983,1.8507918997457549,0.9370816792043934,2.7878735789501485,0.9137102205413614
2025-04-27,Ligue 1,Lens,Auxerre,A,H,0.6079491471304264,H,0.60368484,0.37359400516958774,1.8117322670395664,0.8964979360969325,2.708230203136499,0.9152343309426338
2025-11-02,Premier League,West Ham,Newcastle,H,A,0.6199080827372391,A,0.6035596,0.39789777595988784,0.9295278658580196,1.848584811327095,2.778112677185115,0.9190569454690755
2025-09-21,Bundesliga,Ein Frankfurt,Union Berlin,A,H,0.6254750865972577,H,0.60350096,0.4044401585049358,1.971341598361308,0.9360243001839652,2.9073658985452733,1.0353172981773429
2026-01-25,Premier League,Arsenal,Man United,A,H,0.6331968665301778,H,0.6024675,0.4113182286096526,1.9703878650602915,0.9068303530771368,2.877218218137428,1.0635575119831548
2026-04-26,Bundesliga,Stuttgart,Werder Bremen,D,H,0.6321990300874604,H,0.6015667,0.41480778469297763,2.1675536772648045,1.042267273972241,3.2098209512370453,1.1252864032925636
2025-09-13,La Liga,Ath Bilbao,Alaves,A,H,0.6084016102779468,H,0.6003257,0.3709688234152098,1.6691344736524478,0.8226475659855075,2.4917820396379553,0.8464869076669403
2026-01-01,Premier League,Liverpool,Leeds,D,H,0.6345559952997731,H,0.5986909,0.4201113496217003,2.053092263760458,1.0409242366936895,3.0940165004541473,1.0121680270667683
2026-03-22,Serie A,Fiorentina,Inter,D,A,0.6233793339458394,A,0.59595263,0.4099351621374764,1.0012682359246925,1.8446442463521813,2.8459124822768738,0.8433760104274888
2025-03-16,Serie A,Venezia,Napoli,D,A,0.6546553083433698,A,0.59552956,0.4523317708487834,0.8904136804875453,1.8962270508133003,2.786640731300846,1.005813370325755
2025-02-15,Bundesliga,Bochum,Dortmund,H,A,0.6026454426996336,A,0.59486866,0.3719301363408125,0.9943673589155874,1.8947217785903865,2.889089137505974,0.9003544196747991
2025-03-14,Ligue 1,Nice,Auxerre,D,H,0.6177021248520754,H,0.5942993,0.38369038790862264,1.893091822938603,0.9607011780867696,2.8537930010253723,0.9323906448518333
2025-10-18,Ligue 1,Angers,Monaco,D,A,0.6255633838238714,A,0.59414256,0.40451267245176203,1.0185564658074409,1.9339399848040488,2.9524964506114895,0.915383518996608
2025-12-06,Serie A,Verona,Atalanta,H,A,0.6058955687205971,A,0.59088033,0.3784532927002835,0.8792072974171073,1.7466826317119002,2.6258899291290074,0.8674753342947928
2026-04-24,Ligue 1,Brest,Lens,D,A,0.6426456132313256,A,0.5906101,0.4339494397403122,0.9883095432883958,2.123617205352042,3.1119267486404376,1.1353076620636462
2025-12-07,Premier League,Brighton,West Ham,D,H,0.6335926613987456,H,0.589721,0.415041391191546,1.9964291844386728,0.9710455490598374,2.96747473349851,1.0253836353788355
2025-11-29,Ligue 1,Marseille,Toulouse,D,H,0.6126471841077673,H,0.58817416,0.37569028120258274,1.8399747713381085,1.006096180068363,2.8460709514064715,0.8338785912697455
2026-03-14,Serie A,Inter,Atalanta,D,H,0.6335926613987456,H,0.58492374,0.415041391191546,2.128872829825556,1.0168084088356262,3.145681238661182,1.11206442098993
2025-05-04,Ligue 1,Lyon,Lens,A,H,0.6335926613987456,H,0.584308,0.415041391191546,2.131012629546728,1.026605987672485,3.157618617219213,1.1044066418742433
2026-01-31,Bundesliga,RB Leipzig,Mainz,A,H,0.6345559952997731,H,0.58416533,0.4201113496217003,2.1670561358367424,1.0151625395307269,3.1822186753674693,1.1518935963060155
2025-03-29,Ligue 1,Reims,Marseille,H,A,0.6395314753314358,A,0.5840887,0.4290273882659579,0.9893425907456844,2.084829863327464,3.0741724540731483,1.0954872725817792
2025-04-20,Ligue 1,St Etienne,Lyon,H,A,0.6260601020253984,A,0.5838142,0.4100742249563636,1.036532654635238,1.8899405975215573,2.9264732521567955,0.8534079428863193
2025-03-09,La Liga,Ath Bilbao,Mallorca,D,H,0.6001110435628442,H,0.5831017,0.35333947001490396,1.8728914708318645,0.9730589895843688,2.8459504604162333,0.8998324812474957
2026-02-11,Premier League,Crystal Palace,Burnley,A,H,0.6258680597923936,H,0.58141774,0.39596060593469995,1.8690518682541235,0.8734225800637594,2.742474448317883,0.9956292881903641
2025-03-02,Bundesliga,Union Berlin,Holstein Kiel,A,H,0.6202357879275775,H,0.5797851,0.3985363617259947,1.9804215713082167,1.007274677287561,2.9876962485957774,0.9731468940206558
2025-08-23,Bundesliga,Leverkusen,Hoffenheim,A,H,0.6402338424297231,H,0.5774159,0.4331063125007517,2.096107935959353,1.097951897518584,3.194059833477937,0.9981560384407691
2025-04-11,Ligue 1,Lens,Reims,A,H,0.6366275616912397,H,0.5773294,0.414042552167966,1.8391326488931887,0.8587148274972215,2.69784747639041,0.9804178213959672
2025-02-15,La Liga,Osasuna,Real Madrid,D,A,0.6416576018523338,A,0.5764197,0.4292391298190258,1.0344489894342517,2.083298998490286,3.117747987924538,1.0488500090560344
2026-02-10,Premier League,Chelsea,Leeds,D,H,0.6288264659890525,H,0.57522213,0.40960643714951045,2.0390355653192915,0.9831962723970228,3.022231837716314,1.0558392929222689
2025-11-23,Ligue 1,Toulouse,Angers,A,H,0.6081779520287596,H,0.5731972,0.36741511193387566,1.7547338650200333,0.870580173048088,2.6253140380681215,0.8841536919719453
2025-05-25,Serie A,Lazio,Lecce,A,H,0.6343419140669732,H,0.57229763,0.39937580042983145,1.9341513429758648,0.8542220916393419,2.788373434615207,1.0799292513365228
2026-05-17,Ligue 1,Paris FC,Paris SG,H,A,0.6427909196747781,A,0.5704529,0.4330745431723302,1.021166800858751,2.3075989989058736,3.3287657997646245,1.2864321980471227
2026-03-16,Premier League,Brentford,Wolves,D,H,0.6288715661199719,H,0.56917256,0.40637810840738264,1.927675741144261,0.87814845021576,2.805824191360021,1.0495272909285012
2025-05-18,Serie A,Parma,Napoli,D,A,0.6645178634080018,A,0.56879073,0.46337418535249075,0.8769721761027292,1.892927587203204,2.7698997633059332,1.015955411100475
2025-02-22,Bundesliga,Wolfsburg,Bochum,D,H,0.6365381096798224,H,0.56831753,0.4165611856941936,2.111543830237622,1.0021871175787784,3.1137309478164004,1.1093567126588435
2026-01-31,La Liga,Levante,Ath Madrid,D,A,0.6199080827372391,A,0.5676652,0.39789777595988784,0.9587764530168508,1.8809912663524715,2.8397677193693225,0.9222148133356207
2025-09-27,Ligue 1,Lorient,Monaco,H,A,0.6318477657908659,A,0.56477517,0.4157140865377534,0.9997494239666376,1.9466582965779968,2.9464077205446344,0.9469088726113593
2026-04-04,Bundesliga,M'gladbach,Heidenheim,D,H,0.6202357879275775,H,0.5640851,0.3985363617259947,1.9132825232919064,1.033549856032976,2.9468323793248823,0.8797326672589303
2025-03-08,Serie A,Como,Venezia,D,H,0.6206527131361058,H,0.56343895,0.383804659979327,1.649963550923487,0.8461342098629427,2.4960977607864296,0.8038293410605442
2026-05-10,Premier League,Burnley,Aston Villa,D,A,0.626503762154323,A,0.5630989,0.4147723633804169,1.0385401763227742,2.0875228209012264,3.1260629972240004,1.0489826445784523
2025-10-19,Premier League,Liverpool,Man United,A,H,0.6150427589598402,H,0.5630477,0.3948215838996901,1.9323538382554029,0.9506088332953968,2.8829626715508,0.981745004960006
2026-05-11,Serie A,Napoli,Bologna,A,H,0.6365381096798224,H,0.5510629,0.4165611856941936,1.9504324458411184,0.8365489867800122,2.786981432621131,1.1138834590611062
2025-11-29,Ligue 1,Monaco,Paris SG,H,A,0.626503762154323,A,0.549637,0.4147723633804169,1.0880927164853376,2.1059276672135683,3.1940203836989056,1.0178349507282307
2025-02-22,Ligue 1,Auxerre,Marseille,H,A,0.6463637705009976,A,0.5496356,0.4412028734445766,1.0754212349033758,2.307904106656117,3.383325341559493,1.2324828717527412
2025-04-12,La Liga,Celta,Espanol,A,H,0.6001110435628442,H,0.5381936,0.35333947001490396,1.7231683622180711,0.8511101225665636,2.5742784847846347,0.8720582396515075
2025-03-31,La Liga,Celta,Las Palmas,D,H,0.6169975906960982,H,0.5338812,0.38882619650528116,1.7746559159183608,0.9125826055583472,2.687238521476708,0.8620733103600136
2025-05-03,Bundesliga,RB Leipzig,Bayern Munich,D,A,0.6085552771110982,A,0.52691877,0.3928353470384158,1.1933083985008464,2.0948080006751555,3.288116399176002,0.9014996021743091
2025-11-09,La Liga,Vallecano,Real Madrid,D,A,0.6643489460412964,A,0.51786894,0.47735982870033006,1.0197327489842831,2.0197402210189925,3.039472970003276,1.0000074720347094
2026-03-03,Premier League,Wolves,Liverpool,H,A,0.6586646860958687,A,0.51454324,0.4621898678290705,0.982124260195474,2.0506341770017547,3.032758437197229,1.0685099168062806
2025-04-02,Premier League,Southampton,Crystal Palace,D,A,0.6237692014021361,A,0.5103835,0.3968964716537104,1.0132482666596183,1.945834478875749,2.959082745535367,0.9325862122161306
2025-09-15,Serie A,Como,Genoa,D,H,0.6024884980287368,H,0.4952875,0.35775802348850216,1.7572940741795522,0.9091324558225004,2.6664265300020524,0.8481616183570518
2025-04-20,Bundesliga,St Pauli,Leverkusen,D,A,0.6053750655074958,A,0.46863365,0.3720973011598977,1.025804291814687,1.8180243176511213,2.8438286094658083,0.7922200258364342
2026-04-04,La Liga,Mallorca,Real Madrid,H,A,0.6432718889210303,A,0.446708,0.4363387750834602,1.0801866277912229,2.2495849527102183,3.329771580501441,1.1693983249189954
2026-01-18,La Liga,Sociedad,Barcelona,H,A,0.638804184846223,A,0.4252996,0.43565547532796883,1.040584998755112,1.8553897746813848,2.895974773436497,0.8148047759262729
2026-03-21,Bundesliga,Heidenheim,Leverkusen,D,A,0.6420372740820566,A,0.42321736,0.4383524868003701,1.006785553032476,2.0562253125516485,3.0630108655841246,1.0494397595191725
2025-02-22,Serie A,Venezia,Lazio,D,A,0.6058955687205971,D,0.40792635,0.3784532927002835,0.991049720271544,1.9213437553527792,2.9123934756243233,0.9302940350812352
2026-03-14,Bundesliga,Leverkusen,Bayern Munich,D,A,0.6406609204475667,A,0.4006713,0.4344074976605239,1.1757174779971789,2.236259239826646,3.411976717823825,1.0605417618294672
